date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,league,season
2024-02-25,Genoa,Hellas Verona,1,1,1.674,0.836,Serie A,2023/2024
2024-02-25,Salernitana,Cagliari,1,1,1.112,1.249,Serie A,2023/2024
2024-02-25,Lazio,Lecce,3,1,2.12,0.773,Serie A,2023/2024
2024-02-26,Lazio,Juventus,1,1,0.818,0.983,Serie A,2023/2024
2024-02-26,Salernitana,Torino,1,3,0.651,1.808,Serie A,2023/2024
2024-02-27,Fiorentina,Empoli,0,0,1.97,0.851,Serie A,2023/2024
2024-02-27,Napoli,Frosinone,4,0,2.68,0.663,Serie A,2023/2024
2024-02-27,Monza,Bologna,1,2,1.013,1.164,Serie A,2023/2024
2024-02-27,Salernitana,Sassuolo,1,0,1.182,0.891,Serie A,2023/2024
2024-02-27,Lazio,Fiorentina,3,1,1.443,0.875,Serie A,2023/2024
2024-03-03,Salernitana,Inter,0,1,0.4,2.79,Serie A,2023/2024
2024-03-03,Cagliari,Sassuolo,3,3,1.443,0.789,Serie A,2023/2024
2024-03-03,Lecce,Juventus,0,1,0.655,1.7,Serie A,2023/2024
2024-03-03,Fiorentina,Hellas Verona,4,0,2.236,0.526,Serie A,2023/2024
2024-03-03,Napoli,Udinese,2,2,1.993,0.692,Serie A,2023/2024
2024-03-03,Napoli,Juventus,0,2,1.336,1.008,Serie A,2023/2024
2024-03-03,Udinese,Lazio,0,1,1.037,1.319,Serie A,2023/2024
2024-03-04,Empoli,Cagliari,3,1,1.208,0.97,Serie A,2023/2024
2024-03-04,Salernitana,Genoa,3,0,0.959,1.387,Serie A,2023/2024
2024-03-04,Roma,Hellas Verona,2,1,2.308,0.628,Serie A,2023/2024
2024-03-10,Monza,Fiorentina,0,4,0.904,1.299,Serie A,2023/2024
2024-03-10,Torino,Bologna,1,1,1.356,0.844,Serie A,2023/2024
2024-03-10,Monza,Torino,0,3,0.932,1.32,Serie A,2023/2024
2024-03-11,Hellas Verona,Lecce,1,2,1.187,0.973,Serie A,2023/2024
2024-03-11,Lecce,Cagliari,1,0,1.27,0.69,Serie A,2023/2024
2024-03-12,Genoa,Cagliari,0,2,1.53,0.707,Serie A,2023/2024
2024-03-12,Roma,Atalanta,3,4,1.339,1.03,Serie A,2023/2024
2024-03-12,Sassuolo,Napoli,0,2,0.513,2.017,Serie A,2023/2024
2024-03-12,Lecce,Salernitana,3,0,1.8,0.721,Serie A,2023/2024
2024-03-12,Torino,Lecce,3,1,1.655,0.682,Serie A,2023/2024
2024-03-17,Sassuolo,Inter,0,2,0.486,2.387,Serie A,2023/2024
2024-03-18,Juventus,Frosinone,3,1,2.859,0.689,Serie A,2023/2024
2024-03-18,Bologna,Sassuolo,3,0,2.056,0.622,Serie A,2023/2024
2024-03-18,Roma,Udinese,1,2,1.778,0.789,Serie A,2023/2024
2024-03-19,Empoli,Frosinone,0,0,1.376,0.793,Serie A,2023/2024
2024-03-19,Genoa,Milan,1,1,0.729,1.547,Serie A,2023/2024
2024-03-19,Cagliari,Torino,1,2,0.977,1.411,Serie A,2023/2024
2024-03-19,Inter,Genoa,2,1,2.369,0.566,Serie A,2023/2024
2024-03-19,Empoli,Fiorentina,0,4,0.734,1.376,Serie A,2023/2024
2024-03-19,Bologna,Udinese,3,1,1.671,0.831,Serie A,2023/2024
2024-03-24,Atalanta,Fiorentina,0,1,1.435,0.839,Serie A,2023/2024
2024-03-24,Empoli,Bologna,0,1,0.817,1.393,Serie A,2023/2024
2024-03-25,Fiorentina,Salernitana,0,1,2.484,0.302,Serie A,2023/2024
2024-03-25,Napoli,Genoa,1,1,2.126,0.676,Serie A,2023/2024
2024-03-25,Hellas Verona,Inter,1,2,0.472,2.499,Serie A,2023/2024
2024-03-26,Empoli,Napoli,1,1,0.592,1.992,Serie A,2023/2024
2024-03-26,Frosinone,Roma,0,4,0.666,1.886,Serie A,2023/2024
2024-03-26,Inter,Salernitana,3,1,3.2,0.3,Serie A,2023/2024
2024-03-26,Napoli,Lazio,3,1,1.419,0.707,Serie A,2023/2024
2024-03-26,Salernitana,Empoli,1,0,1.113,1.151,Serie A,2023/2024
2024-03-31,Inter,Napoli,4,0,1.6,1.056,Serie A,2023/2024
2024-03-31,Inter,Bologna,4,0,2.069,0.768,Serie A,2023/2024
2024-03-31,Udinese,Genoa,0,3,1.347,1.028,Serie A,2023/2024
2024-03-31,Frosinone,Fiorentina,1,1,0.76,1.785,Serie A,2023/2024
2024-04-01,Atalanta,Bologna,1,1,1.389,0.728,Serie A,2023/2024
2024-04-01,Udinese,Monza,2,0,1.412,0.987,Serie A,2023/2024
2024-04-02,Monza,Lecce,0,2,1.527,0.629,Serie A,2023/2024
2024-04-02,Monza,Salernitana,0,4,1.576,0.83,Serie A,2023/2024
2024-04-02,Fiorentina,Inter,0,5,0.805,1.525,Serie A,2023/2024
2024-04-02,Torino,Napoli,1,1,0.944,1.303,Serie A,2023/2024
2024-04-07,Bologna,Napoli,1,1,0.971,1.298,Serie A,2023/2024
2024-04-07,Sassuolo,Roma,1,2,0.642,2.023,Serie A,2023/2024
2024-04-07,Fiorentina,Napoli,1,1,0.908,1.061,Serie A,2023/2024
2024-04-07,Milan,Empoli,3,0,2.368,0.418,Serie A,2023/2024
2024-04-08,Lecce,Milan,1,1,0.4,2.088,Serie A,2023/2024
2024-04-08,Juventus,Monza,1,0,2.226,0.517,Serie A,2023/2024
2024-04-08,Salernitana,Lazio,0,3,0.543,1.858,Serie A,2023/2024
2024-04-08,Cagliari,Napoli,1,0,0.628,1.876,Serie A,2023/2024
2024-04-08,Lecce,Roma,2,1,0.845,1.71,Serie A,2023/2024
2024-04-09,Milan,Inter,1,1,1.115,1.082,Serie A,2023/2024
2024-04-14,Sassuolo,Genoa,0,0,0.989,1.54,Serie A,2023/2024
2024-04-14,Fiorentina,Juventus,1,1,0.929,1.103,Serie A,2023/2024
2024-04-14,Torino,Inter,1,0,0.647,1.604,Serie A,2023/2024
2024-04-15,Cagliari,Lazio,0,0,0.957,1.518,Serie A,2023/2024
2024-04-15,Lazio,Napoli,2,1,1.065,1.147,Serie A,2023/2024
2024-04-15,Genoa,Fiorentina,1,1,1.085,1.22,Serie A,2023/2024
2024-04-15,Napoli,Lecce,2,0,2.175,0.414,Serie A,2023/2024
2024-04-16,Roma,Juventus,1,1,1.137,1.12,Serie A,2023/2024
2024-04-16,Genoa,Lecce,0,0,1.445,0.631,Serie A,2023/2024
2024-04-16,Milan,Roma,0,2,1.525,0.735,Serie A,2023/2024
2024-04-21,Milan,Lecce,1,0,2.462,0.3,Serie A,2023/2024
2024-04-21,Milan,Genoa,4,0,2.284,0.582,Serie A,2023/2024
2024-04-21,Atalanta,Genoa,0,2,2.17,0.83,Serie A,2023/2024
2024-04-21,Monza,Atalanta,0,1,0.731,1.524,Serie A,2023/2024
2024-04-22,Inter,Cagliari,3,1,2.962,0.3,Serie A,2023/2024
2024-04-22,Salernitana,Milan,1,2,0.4,2.264,Serie A,2023/2024
2024-04-23,Frosinone,Lecce,0,1,0.882,1.046,Serie A,2023/2024
2024-04-23,Frosinone,Salernitana,0,0,1.4,1.008,Serie A,2023/2024
2024-04-23,Fiorentina,Milan,1,2,0.988,1.226,Serie A,2023/2024
2024-04-23,Torino,Udinese,2,3,1.636,0.871,Serie A,2023/2024
2024-04-28,Monza,Milan,0,3,0.708,1.798,Serie A,2023/2024
2024-04-28,Napoli,Atalanta,1,1,1.34,0.979,Serie A,2023/2024
2024-04-28,Bologna,Torino,1,2,1.346,0.916,Serie A,2023/2024
2024-04-28,Roma,Napoli,3,1,1.136,1.104,Serie A,2023/2024
2024-04-28,Lazio,Empoli,1,0,1.981,0.619,Serie A,2023/2024
2024-04-29,Udinese,Cagliari,2,1,1.618,0.716,Serie A,2023/2024
2024-04-29,Sassuolo,Bologna,2,2,0.813,1.635,Serie A,2023/2024
2024-04-29,Fiorentina,Genoa,1,1,1.339,0.757,Serie A,2023/2024
2024-04-29,Milan,Sassuolo,4,0,3.003,0.547,Serie A,2023/2024
2024-04-30,Juventus,Salernitana,4,0,3.011,0.45,Serie A,2023/2024
2024-05-05,Genoa,Atalanta,0,1,0.853,1.252,Serie A,2023/2024
2024-05-05,Sassuolo,Fiorentina,1,6,0.981,1.533,Serie A,2023/2024
2024-05-05,Udinese,Bologna,0,1,0.706,1.156,Serie A,2023/2024
2024-05-05,Genoa,Monza,3,1,1.167,0.976,Serie A,2023/2024
2024-05-06,Juventus,Fiorentina,1,1,1.423,0.668,Serie A,2023/2024
2024-05-06,Fiorentina,Cagliari,1,0,2.057,0.483,Serie A,2023/2024
2024-05-06,Inter,Frosinone,3,0,3.2,0.3,Serie A,2023/2024
2024-05-06,Roma,Inter,2,1,0.919,1.453,Serie A,2023/2024
2024-05-07,Monza,Empoli,1,1,1.418,0.753,Serie A,2023/2024
2024-05-07,Hellas Verona,Frosinone,5,1,1.455,0.955,Serie A,2023/2024
2024-08-20,Atalanta,Monza,0,0,1.899,0.66,Serie A,2024/2025
2024-08-20,Hellas Verona,Cagliari,1,1,1.139,1.316,Serie A,2024/2025
2024-08-21,Hellas Verona,Genoa,4,1,1.05,1.145,Serie A,2024/2025
2024-08-21,Napoli,Genoa,1,1,2.072,0.619,Serie A,2024/2025
2024-08-21,Monza,Torino,0,3,1.062,1.165,Serie A,2024/2025
2024-08-21,Genoa,Milan,0,0,0.524,1.732,Serie A,2024/2025
2024-08-22,Fiorentina,Hellas Verona,4,0,1.98,0.461,Serie A,2024/2025
2024-08-22,Napoli,Sassuolo,1,0,2.424,0.532,Serie A,2024/2025
2024-08-22,Genoa,Atalanta,0,1,0.748,1.336,Serie A,2024/2025
2024-08-22,Monza,Empoli,2,0,1.211,0.877,Serie A,2024/2025
2024-08-27,Monza,Lazio,1,3,1.029,1.342,Serie A,2024/2025
2024-08-28,Lecce,Napoli,0,3,0.4,1.874,Serie A,2024/2025
2024-08-28,Udinese,Fiorentina,2,2,1.071,1.167,Serie A,2024/2025
2024-08-28,Monza,Cagliari,3,0,1.408,0.797,Serie A,2024/2025
2024-08-28,Empoli,Udinese,4,2,1.124,1.372,Serie A,2024/2025
2024-08-28,Lazio,Monza,1,0,1.754,0.571,Serie A,2024/2025
2024-08-29,Milan,Frosinone,3,0,3.137,0.345,Serie A,2024/2025
2024-08-29,Milan,Salernitana,5,0,3.102,0.381,Serie A,2024/2025
2024-08-29,Udinese,Atalanta,0,2,0.821,1.23,Serie A,2024/2025
2024-08-29,Cagliari,Torino,0,2,0.932,1.279,Serie A,2024/2025
2024-09-03,Lecce,Salernitana,2,2,1.456,0.773,Serie A,2024/2025
2024-09-03,Salernitana,Bologna,0,1,0.795,1.678,Serie A,2024/2025
2024-09-03,Sassuolo,Inter,0,1,0.556,2.256,Serie A,2024/2025
2024-09-03,Bologna,Genoa,1,0,1.434,0.603,Serie A,2024/2025
2024-09-04,Sassuolo,Monza,1,1,1.155,1.081,Serie A,2024/2025
2024-09-04,Frosinone,Atalanta,0,6,0.559,2.035,Serie A,2024/2025
2024-09-04,Monza,Bologna,0,1,1.01,1.131,Serie A,2024/2025
2024-09-05,Napoli,Lazio,2,0,1.835,0.675,Serie A,2024/2025
2024-09-05,Inter,Salernitana,0,0,3.2,0.3,Serie A,2024/2025
2024-09-05,Atalanta,Cagliari,4,1,2.221,0.461,Serie A,2024/2025
2024-09-10,Empoli,Inter,0,2,0.521,2.138,Serie A,2024/2025
2024-09-10,Torino,Roma,0,1,0.821,1.179,Serie A,2024/2025
2024-09-11,Sassuolo,Cagliari,1,0,1.174,0.979,Serie A,2024/2025
2024-09-12,Empoli,Lazio,0,3,0.811,1.617,Serie A,2024/2025
2024-09-12,Juventus,Udinese,1,1,2.024,0.475,Serie A,2024/2025
2024-09-12,Monza,Genoa,2,1,1.081,0.893,Serie A,2024/2025
2024-09-12,Bologna,Empoli,3,1,1.936,0.588,Serie A,2024/2025
2024-09-12,Bologna,Sassuolo,1,0,1.93,0.666,Serie A,2024/2025
2024-09-12,Cagliari,Lecce,4,0,1.162,0.92,Serie A,2024/2025
2024-09-12,Juventus,Salernitana,5,0,2.996,0.3,Serie A,2024/2025
2024-09-17,Napoli,Fiorentina,0,1,1.538,0.77,Serie A,2024/2025
2024-09-18,Torino,Juventus,3,1,0.906,1.489,Serie A,2024/2025
2024-09-18,Genoa,Frosinone,2,0,1.819,0.63,Serie A,2024/2025
2024-09-18,Juventus,Napoli,3,0,1.38,0.94,Serie A,2024/2025
2024-09-18,Frosinone,Udinese,1,2,0.881,1.262,Serie A,2024/2025
2024-09-18,Juventus,Lazio,0,1,1.628,0.635,Serie A,2024/2025
2024-09-19,Atalanta,Udinese,2,0,2.038,0.559,Serie A,2024/2025
2024-09-19,Juventus,Cagliari,3,0,2.568,0.537,Serie A,2024/2025
2024-09-19,Genoa,Salernitana,0,1,1.78,0.524,Serie A,2024/2025
2024-09-19,Lazio,Bologna,0,1,1.359,0.903,Serie A,2024/2025
2024-09-24,Napoli,Atalanta,1,1,1.249,0.971,Serie A,2024/2025
2024-09-24,Frosinone,Fiorentina,0,1,0.765,1.536,Serie A,2024/2025
2024-09-25,Bologna,Inter,0,1,0.501,1.315,Serie A,2024/2025
2024-09-25,Monza,Napoli,0,1,0.495,1.667,Serie A,2024/2025
2024-09-25,Atalanta,Juventus,0,3,1.1,1.18,Serie A,2024/2025
2024-09-26,Hellas Verona,Udinese,0,1,0.907,1.421,Serie A,2024/2025
2024-09-26,Monza,Sassuolo,1,0,1.572,0.895,Serie A,2024/2025
2024-09-26,Salernitana,Lazio,0,2,0.708,1.901,Serie A,2024/2025
2024-09-26,Milan,Lecce,2,1,2.606,0.83,Serie A,2024/2025
2024-09-26,Udinese,Lecce,0,1,1.403,1.01,Serie A,2024/2025
2024-10-01,Udinese,Lazio,0,0,1.118,1.194,Serie A,2024/2025
2024-10-01,Genoa,Napoli,0,1,0.703,1.501,Serie A,2024/2025
2024-10-01,Hellas Verona,Frosinone,1,0,1.404,0.787,Serie A,2024/2025
2024-10-01,Genoa,Inter,0,3,0.683,1.867,Serie A,2024/2025
2024-10-01,Frosinone,Roma,0,2,0.667,1.612,Serie A,2024/2025
2024-10-02,Napoli,Frosinone,5,1,2.777,0.3,Serie A,2024/2025
2024-10-02,Inter,Lecce,4,1,2.814,0.3,Serie A,2024/2025
2024-10-02,Udinese,Milan,1,2,0.746,1.704,Serie A,2024/2025
2024-10-03,Napoli,Hellas Verona,5,0,2.525,0.496,Serie A,2024/2025
2024-10-03,Udinese,Hellas Verona,2,0,1.453,0.783,Serie A,2024/2025
2024-10-08,Genoa,Udinese,1,0,1.254,0.893,Serie A,2024/2025
2024-10-08,Fiorentina,Udinese,2,1,1.596,0.942,Serie A,2024/2025
2024-10-09,Fiorentina,Genoa,3,1,1.648,0.489,Serie A,2024/2025
2024-10-09,Cagliari,Salernitana,1,1,1.682,0.777,Serie A,2024/2025
2024-10-10,Lazio,Juventus,0,2,0.942,1.209,Serie A,2024/2025
2024-10-10,Bologna,Roma,3,0,0.953,1.245,Serie A,2024/2025
2024-10-10,Lecce,Empoli,1,1,1.403,0.752,Serie A,2024/2025
2024-10-10,Lazio,Fiorentina,1,1,1.322,0.89,Serie A,2024/2025
2024-10-10,Genoa,Juventus,1,0,0.784,1.541,Serie A,2024/2025
2024-10-10,Juventus,Inter,1,1,1.4,1.127,Serie A,2024/2025
2024-10-15,Inter,Empoli,3,0,2.751,0.453,Serie A,2024/2025
2024-10-15,Frosinone,Lecce,2,2,0.985,0.996,Serie A,2024/2025
2024-10-15,Empoli,Salernitana,3,0,1.492,1.004,Serie A,2024/2025
2024-10-15,Bologna,Hellas Verona,2,0,1.891,0.815,Serie A,2024/2025
2024-10-16,Salernitana,Frosinone,0,0,1.11,0.937,Serie A,2024/2025
2024-10-17,Atalanta,Milan,1,3,0.955,1.087,Serie A,2024/2025
2024-10-17,Napoli,Lecce,1,0,2.445,0.608,Serie A,2024/2025
2024-10-17,Inter,Atalanta,3,2,1.665,0.71,Serie A,2024/2025
2024-10-17,Bologna,Napoli,0,0,0.726,1.117,Serie A,2024/2025
2024-10-17,Salernitana,Napoli,1,1,0.4,2.199,Serie A,2024/2025
2024-10-22,Lecce,Frosinone,2,0,1.395,0.861,Serie A,2024/2025
2024-10-22,Inter,Hellas Verona,3,0,3.096,0.429,Serie A,2024/2025
2024-10-22,Udinese,Sassuolo,1,1,1.7,0.701,Serie A,2024/2025
2024-10-22,Lazio,Roma,1,2,1.204,0.934,Serie A,2024/2025
2024-10-22,Torino,Lecce,2,1,1.738,0.94,Serie A,2024/2025
2024-10-22,Monza,Lecce,1,0,1.559,0.922,Serie A,2024/2025
2024-10-23,Lazio,Napoli,0,0,1.35,0.913,Serie A,2024/2025
2024-10-23,Atalanta,Empoli,0,0,2.492,0.558,Serie A,2024/2025
2024-10-23,Inter,Lazio,3,0,1.697,0.76,Serie A,2024/2025
2024-10-24,Fiorentina,Milan,1,0,1.097,1.121,Serie A,2024/2025
2024-10-29,Empoli,Milan,2,4,0.588,1.842,Serie A,2024/2025
2024-10-29,Hellas Verona,Torino,3,3,0.938,1.557,Serie A,2024/2025
2024-10-29,Lecce,Udinese,2,1,1.093,0.97,Serie A,2024/2025
2024-10-29,Juventus,Roma,0,0,1.352,0.756,Serie A,2024/2025
2024-10-29,Fiorentina,Inter,0,1,0.665,1.233,Serie A,2024/2025
2024-10-30,Salernitana,Torino,0,1,0.889,1.444,Serie A,2024/2025
2024-10-30,Bologna,Monza,1,2,1.62,0.971,Serie A,2024/2025
2024-10-31,Juventus,Torino,2,1,1.826,0.798,Serie A,2024/2025
2024-10-31,Monza,Juventus,0,0,0.622,1.85,Serie A,2024/2025
2024-10-31,Hellas Verona,Inter,0,4,0.55,2.397,Serie A,2024/2025
2024-11-05,Empoli,Bologna,1,0,0.765,1.359,Serie A,2024/2025
2024-11-05,Torino,Atalanta,2,1,0.848,1.235,Serie A,2024/2025
2024-11-05,Milan,Monza,1,0,2.232,0.558,Serie A,2024/2025
2024-11-05,Sassuolo,Hellas Verona,0,2,1.318,1.096,Serie A,2024/2025
2024-11-05,Cagliari,Atalanta,1,5,0.551,1.957,Serie A,2024/2025
2024-11-06,Genoa,Cagliari,1,0,1.577,0.85,Serie A,2024/2025
2024-11-06,Fiorentina,Bologna,2,1,1.399,1.082,Serie A,2024/2025
2024-11-06,Frosinone,Milan,0,3,0.4,2.475,Serie A,2024/2025
2024-11-06,Lazio,Inter,0,2,0.819,1.298,Serie A,2024/2025
2024-11-07,Lazio,Sassuolo,5,1,2.443,0.676,Serie A,2024/2025
2024-11-12,Milan,Fiorentina,4,2,1.701,0.696,Serie A,2024/2025
2024-11-12,Atalanta,Fiorentina,0,0,1.411,0.895,Serie A,2024/2025
2024-11-12,Torino,Hellas Verona,2,0,1.81,0.604,Serie A,2024/2025
2024-11-13,Hellas Verona,Napoli,0,1,0.729,2.206,Serie A,2024/2025
2024-11-13,Frosinone,Salernitana,0,1,1.112,0.863,Serie A,2024/2025
2024-11-13,Fiorentina,Napoli,1,1,1.013,1.058,Serie A,2024/2025
2024-11-13,Milan,Atalanta,1,3,1.553,0.918,Serie A,2024/2025
2024-11-13,Udinese,Bologna,1,0,1.069,1.394,Serie A,2024/2025
2024-11-14,Udinese,Juventus,0,3,0.621,1.574,Serie A,2024/2025
2024-11-14,Bologna,Milan,0,0,0.824,1.49,Serie A,2024/2025
2024-11-19,Monza,Inter,1,0,0.4,1.977,Serie A,2024/2025
2024-11-19,Empoli,Juventus,0,2,0.724,1.774,Serie A,2024/2025
2024-11-19,Bologna,Fiorentina,3,0,1.128,1.015,Serie A,2024/2025
2024-11-19,Milan,Bologna,3,0,1.781,0.418,Serie A,2024/2025
2024-11-20,Salernitana,Hellas Verona,2,2,0.987,1.061,Serie A,2024/2025
2024-11-20,Monza,Hellas Verona,1,1,1.371,0.979,Serie A,2024/2025
2024-11-21,Fiorentina,Sassuolo,1,0,1.803,0.457,Serie A,2024/2025
2024-11-21,Milan,Sassuolo,5,0,2.78,0.599,Serie A,2024/2025
2024-11-21,Udinese,Frosinone,0,1,2.043,0.77,Serie A,2024/2025
2024-11-21,Torino,Napoli,3,1,1.006,1.203,Serie A,2024/2025
2024-11-26,Cagliari,Genoa,0,1,0.923,1.438,Serie A,2024/2025
2024-11-26,Empoli,Atalanta,0,4,0.769,1.791,Serie A,2024/2025
2024-11-26,Monza,Milan,0,3,0.714,1.829,Serie A,2024/2025
2024-11-27,Milan,Udinese,2,0,2.197,0.894,Serie A,2024/2025
2024-11-27,Lecce,Juventus,1,0,0.779,1.771,Serie A,2024/2025
2024-11-27,Genoa,Sassuolo,3,0,1.765,0.601,Serie A,2024/2025
2024-11-28,Udinese,Empoli,3,1,1.582,0.698,Serie A,2024/2025
2024-11-28,Inter,Bologna,2,1,2.059,0.672,Serie A,2024/2025
2024-11-28,Torino,Udinese,0,1,1.336,0.879,Serie A,2024/2025
2024-11-28,Hellas Verona,Sassuolo,3,2,1.259,0.739,Serie A,2024/2025
2024-12-03,Atalanta,Hellas Verona,0,1,2.438,0.43,Serie A,2024/2025
2024-12-03,Salernitana,Lecce,1,1,0.917,1.29,Serie A,2024/2025
2024-12-04,Napoli,Roma,1,0,1.527,1.079,Serie A,2024/2025
2024-12-04,Inter,Frosinone,4,0,3.2,0.3,Serie A,2024/2025
2024-12-04,Napoli,Salernitana,3,1,2.864,0.331,Serie A,2024/2025
2024-12-04,Sassuolo,Milan,1,2,0.508,2.128,Serie A,2024/2025
2024-12-04,Roma,Sassuolo,2,0,2.222,0.681,Serie A,2024/2025
2024-12-04,Hellas Verona,Milan,0,0,0.767,2.101,Serie A,2024/2025
2024-12-05,Salernitana,Empoli,0,4,1.167,1.183,Serie A,2024/2025
2024-12-05,Fiorentina,Salernitana,4,1,2.343,0.539,Serie A,2024/2025
2024-12-10,Torino,Empoli,3,2,1.677,0.817,Serie A,2024/2025
2024-12-10,Napoli,Torino,1,1,1.821,0.578,Serie A,2024/2025
2024-12-10,Juventus,Genoa,0,0,2.117,0.717,Serie A,2024/2025
2024-12-11,Napoli,Bologna,1,0,1.793,0.79,Serie A,2024/2025
2024-12-11,Juventus,Lecce,1,0,2.387,0.372,Serie A,2024/2025
2024-12-11,Milan,Cagliari,3,0,2.746,0.3,Serie A,2024/2025
2024-12-12,Cagliari,Fiorentina,2,2,0.791,1.414,Serie A,2024/2025
2024-12-12,Fiorentina,Roma,0,0,1.064,0.886,Serie A,2024/2025
2024-12-12,Salernitana,Fiorentina,0,3,0.663,1.548,Serie A,2024/2025
2024-12-12,Torino,Inter,0,4,0.764,1.528,Serie A,2024/2025
2024-12-17,Napoli,Empoli,3,0,2.36,0.43,Serie A,2024/2025
2024-12-18,Sassuolo,Salernitana,1,1,1.325,0.838,Serie A,2024/2025
2024-12-18,Udinese,Torino,0,0,1.136,0.993,Serie A,2024/2025
2024-12-18,Napoli,Milan,1,2,1.263,0.878,Serie A,2024/2025
2024-12-19,Torino,Lazio,0,0,1.024,0.999,Serie A,2024/2025
2024-12-19,Empoli,Torino,1,0,0.885,1.406,Serie A,2024/2025
2024-12-19,Napoli,Inter,0,0,1.115,1.222,Serie A,2024/2025
2024-12-19,Atalanta,Torino,2,0,1.573,0.477,Serie A,2024/2025
2024-12-19,Cagliari,Lazio,0,4,0.721,1.633,Serie A,2024/2025
2024-12-19,Salernitana,Monza,1,3,0.838,1.523,Serie A,2024/2025
2024-12-24,Empoli,Genoa,0,1,1.121,1.218,Serie A,2024/2025
2024-12-24,Inter,Cagliari,5,0,3.023,0.401,Serie A,2024/2025
2024-12-24,Milan,Empoli,6,0,2.704,0.533,Serie A,2024/2025
2024-12-25,Bologna,Cagliari,2,0,1.959,0.712,Serie A,2024/2025
2024-12-25,Lecce,Atalanta,0,2,0.686,1.876,Serie A,2024/2025
2024-12-25,Inter,Roma,1,0,1.464,0.548,Serie A,2024/2025
2024-12-25,Sassuolo,Juventus,1,3,0.528,2.212,Serie A,2024/2025
2024-12-25,Fiorentina,Cagliari,1,0,1.91,0.606,Serie A,2024/2025
2024-12-25,Roma,Fiorentina,3,1,1.262,0.84,Serie A,2024/2025
2024-12-26,Lecce,Milan,1,0,0.687,1.718,Serie A,2024/2025
2024-12-31,Bologna,Frosinone,5,0,2.138,0.411,Serie A,2024/2025
2024-12-31,Lecce,Monza,1,1,1.22,0.803,Serie A,2024/2025
2025-01-01,Sassuolo,Empoli,1,0,1.049,1.171,Serie A,2024/2025
2025-01-01,Fiorentina,Torino,1,0,1.356,0.801,Serie A,2024/2025
2025-01-01,Inter,Fiorentina,0,0,1.847,0.394,Serie A,2024/2025
2025-01-01,Monza,Fiorentina,2,3,0.984,1.458,Serie A,2024/2025
2025-01-02,Lazio,Salernitana,4,2,2.306,0.647,Serie A,2024/2025
2025-01-02,Monza,Udinese,1,0,1.157,0.895,Serie A,2024/2025
2025-01-02,Lecce,Hellas Verona,4,2,1.47,0.939,Serie A,2024/2025
2025-01-02,Juventus,Sassuolo,3,0,2.699,0.66,Serie A,2024/2025
2025-01-07,Roma,Inter,2,1,0.945,1.293,Serie A,2024/2025
2025-01-07,Fiorentina,Lecce,2,3,1.861,0.702,Serie A,2024/2025
2025-01-07,Udinese,Genoa,1,0,1.34,0.759,Serie A,2024/2025
2025-01-08,Lecce,Roma,1,1,0.72,1.686,Serie A,2024/2025
2025-01-08,Milan,Torino,2,0,1.67,0.659,Serie A,2024/2025
2025-01-08,Lazio,Cagliari,1,1,2.099,0.386,Serie A,2024/2025
2025-01-08,Monza,Atalanta,2,0,0.752,1.43,Serie A,2024/2025
2025-01-09,Torino,Monza,1,0,1.472,0.761,Serie A,2024/2025
2025-01-09,Sassuolo,Frosinone,0,0,1.406,0.981,Serie A,2024/2025
2025-01-09,Roma,Lecce,1,0,2.005,0.707,Serie A,2024/2025
2025-01-14,Lecce,Sassuolo,2,0,1.629,0.669,Serie A,2024/2025
2025-01-14,Empoli,Sassuolo,3,0,1.512,0.856,Serie A,2024/2025
2025-01-15,Frosinone,Empoli,0,0,1.151,0.762,Serie A,2024/2025
2025-01-15,Hellas Verona,Bologna,2,4,0.658,1.561,Serie A,2024/2025
2025-01-15,Juventus,Bologna,0,0,1.789,0.86,Serie A,2024/2025
2025-01-15,Empoli,Napoli,1,2,0.552,1.838,Serie A,2024/2025
2025-01-15,Torino,Salernitana,0,1,1.946,0.553,Serie A,2024/2025
2025-01-16,Lazio,Frosinone,2,0,2.185,0.3,Serie A,2024/2025
2025-01-16,Roma,Bologna,0,2,1.57,1.044,Serie A,2024/2025
2025-01-16,Roma,Empoli,0,2,2.087,0.7,Serie A,2024/2025
2025-01-21,Juventus,Empoli,3,1,2.476,0.445,Serie A,2024/2025
2025-01-21,Frosinone,Napoli,0,1,0.478,2.175,Serie A,2024/2025
2025-01-22,Torino,Genoa,3,3,1.507,1.039,Serie A,2024/2025
2025-01-22,Genoa,Monza,1,2,1.233,0.961,Serie A,2024/2025
2025-01-22,Cagliari,Empoli,1,0,1.279,1.159,Serie A,2024/2025
2025-01-23,Genoa,Lecce,0,0,1.516,0.791,Serie A,2024/2025
2025-01-23,Cagliari,Sassuolo,1,3,1.202,0.847,Serie A,2024/2025
2025-01-23,Salernitana,Atalanta,2,0,0.569,2.072,Serie A,2024/2025
2025-01-23,Udinese,Cagliari,2,1,1.607,0.895,Serie A,2024/2025
2025-01-23,Inter,Sassuolo,4,2,3.147,0.51,Serie A,2024/2025
2025-01-28,Atalanta,Genoa,1,2,1.691,0.598,Serie A,2024/2025
2025-01-28,Bologna,Juventus,0,0,0.637,1.233,Serie A,2024/2025
2025-01-28,Lazio,Milan,2,2,1.006,1.233,Serie A,2024/2025
2025-01-28,Napoli,Juventus,4,1,1.287,0.966,Serie A,2024/2025
